	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
8669	1338	B000093ILT	AV8MDYLHHTUOY	Sports & Outdoors	6	For normal hiking, I prefer a lensatic compass.	0.0					8
4820	689	B00004TFVQ	A3TNM3C9ENUCFW	Toys & Games	7	and there is not a day when she is not doing something with the unit.	0.0					15
46257	7999	B001E9641K	A347DZR7WDH357	Toys & Games	6	It presents fun challenges based on the map design.	0.0					9
21654	3796	B0002IK9CO	A3NEAETOSXDBOM	Toys & Games	5	Here is why I like it:1.	0.0					5
25830	4526	B000B4SVM4	A2MRYTB4QYINAI	Baby	5	I put a set of cheap D batteries in it that I paid $1 for at Target the day I brought her home 10 days ago.	0.0					24
79951	13471	B00B2FO6IE	A3N35YV2XC3MMG	Toys & Games	4	We have always used counting bears and I love this new addition to our early math manipulatives!	0.0					17
35430	6243	B000Q28JOQ	A16L6C2WJ0VAZZ	Sports & Outdoors	9	"""Overall aside from the issues Ive mentioned its a nice knife fits well in your hand due to the sizable G10 handles(which are very """"grippy""""),is aesthetically pleasing(in a function over form kind of way) and is incredibly solid and certainly feels like it should be worth more so for the price its a steal."""	0.0					56
51012	8761	B001U7YBU2	A1AYXE8HK80Q5Q	Toys & Games	10	Were a military family and so they grow up a little faster:) We dont let them watch violent or mature content cartoons or let them watch movies rated anything other than g or pg but cartoon pictures of bones and brains doesnt ruffle my feathers.	0.0					45
6318	939	B00005J36F	A2VF6VK8P7UJVA	Toys & Games	9	These metal ones are wobbly and frequently get stuck--its pretty aggravating when I have to unstick each piece several times when attempting to slide a whole row in one direction.	0.0					31
24038	4207	B0007U08JQ	A2XRRIU5IRCQEX	Tools & Home Improvement	1	Worked great for the roofing jobs I needed it for.	0.0					10
46534	8028	B001ELJ212	AS8V12QAP5YYL	Toys & Games	5	This morning I found my toddler seated in Elmos lap reading a book!The fur is soft and is stringy?	0.0					20
48308	8306	B001JA85K2	A3UR2W72M1YHNH	Baby	6	She told us that this is the best pump and many hospitals use it.	0.0					14
1426	225	B00000IURX	A2HB751JJ4TAWO	Toys & Games	6	My daughter LOVES going in her tunnel.	0.0					7
65065	11069	B004CVJQJY	ANO7EAXPYVRB3	Toys & Games	4	I wish it came with more than one doll.	0.0					9
65479	11132	B004FPYG8I	A2MFIN7HVVA3W7	Baby	2	They fit securely even after many washings in the diahwasher.	0.0					10
79679	13440	B00AWGTNGO	A11P1G6492WBRM	Toys & Games	1	Great functional umbrella.	0.0					3
842	119	1616615389	A2HGR9VKTF4P1D	Toys & Games	3	good stuff !!	0.0					2
36365	6402	B000RZ1WJQ	A2G33D5KZQCK08	Sports & Outdoors	1	"Quality seems good, padding seems sufficient to protect the rifle and 12 1/2"" Nikon 3-9x40 EFR scope."	0.0					14
43182	7488	B0018BK7VC	AOZFQAPPLMVOB	Sports & Outdoors	6	It gives each cup a strong taste.	0.0					7
13518	2189	B0002D02RQ	A2P83FWHR36WN1	Musical Instruments	2	This pick however, takes it to the next level.	0.0					9
23835	4178	B0007OAPT0	A38M9XLSSXLM1V	Tools & Home Improvement	1	I cannot, in all fairness, judge this product for you in terms of performance.	0.0					15
17343	2987	B0002E3B78	A34LQ791ACZ0JC	Musical Instruments	9	"""I had played my guitar about an hour before without that """"buzz"""" being a problem."""	0.0					15
20789	3631	B0002GZ052	A3F1GM7ZAZD1SW	Musical Instruments	4	The tone becomes duller, the output drops.	0.0					7
4968	715	B00004U9J9	A31CDJ0LTU6PCB	Sports & Outdoors	1	This is the best knife I ever had.	0.0					8
13443	2182	B0002D02IU	A3BMI7VGJT60Y7	Musical Instruments	13	I knew I had to go cheap, at least for now.	0.0					11
68504	11617	B004W6ZO54	AI0PLL5DQAHRG	Tools & Home Improvement	3	Installation itself isnt that difficult and the instructions feature large images that are easy to follow.	0.0					16
82113	13790	B00DK9C3IA	A17L4AJXGNHACS	Baby	2	Ive had this bag and been using it for a couple months now and so far no leaks- you do have to be careful when inserting wipes to put them directly in because if you touch the cloth outside the bag remains wet for awhile.	0.0					44
64378	10956	B0047O3PFC	A1FPROYSM0WVXP	Tools & Home Improvement	3	With a conventional toolbox I would have to unpack everything with my tools all over the table/work area.	0.0					17
77635	13090	B008X3BE8S	A25HYPL2XKQPZB	Sports & Outdoors	1	If your kid has any sort of interest in basketball, then you must get this for them.	0.0					17
78188	13180	B009C04JAQ	A2DWLJ3RF4UW24	Baby	5	Well worth it!	0.0					3
21893	3841	B0002KZHQA	AU9RL6MBM25YY	Musical Instruments	5	The fact that they are basic and inexpensive is good enough for me.	0.0					13
34970	6154	B000P635T2	AK69F0K3SDS7	Baby	1	This is just a cheap piece of plastic that does absolutely nothing.	0.0					12
47950	8237	B001HBHNHY	A3VX6DDDK0681Z	Sports & Outdoors	1	Once you get used to it (took me about 5 minutes), it works well, saves the thumb and fingers when doing a full load or several mags.	0.0					26
53696	9255	B002GHBZ4U	A33LV2M1PAJZ45	Musical Instruments	15	And the Vox is 4w, while the Bugera boasts 5w.	0.0					8
11684	1898	B0002CZST4	A12SSZIN555FTL	Musical Instruments	5	Other people will love them though.	0.0					6
71116	12015	B005KBU83S	A19WB4OO3EF0MM	Toys & Games	15	I love the simplicity and wholesomeness of the whole calico line and this house.	0.0					14
24803	4330	B0009JOSNM	A2BC8CN7XHLIL7	Baby	74	Love the different patterns the Beco comes in.	0.0					8
54986	9458	B002P3GWUW	A30M4SJ2FCYDTK	Baby	1	We are currently pregnant and ordered this crib for our registry.	0.0					11
31222	5449	B000I6PJG6	A15J3NP9E175B0	Tools & Home Improvement	17	It takes a bit of getting used to if your accustomed to letting the clutch stop driving the screw.	0.0				before	19
8449	1301	B00008CQLV	AGSX3MZ1T791Z	Baby	3	It has a very quiet motor and the lullaby is great.	0.0					11
78239	13191	B009F7ORF8	A3PE6BZFBLUDLV	Toys & Games	2	Its one of my favorites of the Barbies.	0.0					8
47585	8178	B001GQ2RZI	AQVDDLGAFH5QW	Baby	8	coms price!	0.0					2
4475	641	B00004RKCT	A202L9B9CUH9AN	Tools & Home Improvement	13	I consider them a great improvement to a standard ladder.	0.0					10
31477	5497	B000IKK0OI	A36F3XBUJY7GS4	Tools & Home Improvement	7	It shows a picture of a hammer and the unit appears to be next to the worlds smallest hammer.	0.0					19
47636	8187	B001GS6LDA	A1Q4JQZHICXCDU	Tools & Home Improvement	15	Someday I am going to tear one of them apart to see if I can see what the issue is, but it would be my guess that there are wires inside the flex arm that are fraying over time, which is probably due to poor insulation on the wires -- just a hunch.	0.0					52
46273	7999	B001E9641K	A347DZR7WDH357	Toys & Games	22	Definitely Recommend!	0.0					2
56693	9734	B002YE45Q0	A2T8UHHM2K920O	Tools & Home Improvement	3	I wired it up with a plug myself.	0.0					8
65508	11138	B004G1EN98	ASALATXVOO93K	Baby	13	This is my favorite baby shower gift now.	0.0					8
80396	13534	B00BGO0Q9O	A2Y8IDC1FKGNJC	Sports & Outdoors	3	Pros:- Waterproof- Easy to put on and adjust band.- Comes with both small and large bands.- Syncs wirelessly to smart phone and computer/laptop.- Charges quickly.- Charge lasts for at least a week.- Pretty accurate tracking of steps, sleep and calories.- Does not track if I stand still and swing my arms or type.	0.0					46
82043	13778	B00D9B7OKQ	A7GY24UUXLLMS	Sports & Outdoors	3	Compared to other bike stands that Ive reviewed, this already comes with a removable tool tray.	0.0					16
74187	12515	B0073H6QUG	A2AKWXPMGQ8WFR	Baby	18	I didnt want to my stroller to be a status item (like a LV handbag).	0.0					15
18241	3114	B0002F4VBM	AZ0LJNEP2VRD1	Musical Instruments	7	The pedal does not come with, but does accept, an external power supply (i. e., an adapter).	0.0					15
65767	11190	B004H89NCC	AHEKX7V41PZ07	Sports & Outdoors	5	I have an old US issue canteen cover for it and holds it well.	0.0					14
75682	12790	B007XVYT1A	A1N8SMOY9ZDWX	Toys & Games	1	I bought this as a gift for a 5 year-old boy.	0.0					9
27672	4846	B000E89BNU	A1RKY6QL7SFX5K	Baby	2	The sponge tip on that wore and tore within a few weeks of use so I opted for this one instead.	0.0					21
27552	4824	B000E3FKTE	A8VI7KMUHI7ZH	Sports & Outdoors	8	PROs: Plano makes a good box.	0.0					6
30050	5245	B000GKU4VE	A15DJHT9VECM95	Baby	2	My little man wouldnt stay in the bob for too long before, now he looooves it!	0.0					16
31484	5498	B000ILEKUM	A3TI72JU2R64GY	Sports & Outdoors	3	My search took me to toesox.	0.0					6
72494	12240	B0064RIB9A	A3E6FHS8DV037H	Musical Instruments	2	To be honest, Im not missing anything.	0.0					7
71893	12140	B005VM5Z5C	AZE83O4F1IJPR	Musical Instruments	1	This obviously is trying to copy the Kyser brand capo, and it does it pretty well.	0.0					16
67974	11526	B004T5ZV6U	A1RZAT5C8OLHD9	Toys & Games	7	If you buy this doll buy it only for the outfit, accessories and wig and plan on the doll just standing on the shelf.	0.0					24
61267	10495	B003OBYLXO	A2EWGYQR878PF	Baby	1	We have used this for 2 weeks now and it is working nicely!Pros:Digital screen no staticEasy to useTemperature monitorReception monitorRed light noise notificationSensitive microphoneCons:Not the biggest of screens - but they do have a model with a bigger screen for $50 moreNot Portable - but I knew that when I bought it and really I have it in a spot easy to seeBefore buying this one we had a Safety 1st In-Sight and it was horrible - static, no reception, clicking, popping, no color, big and bulky, muffled microphone, etc.	0.0					86
57873	9930	B00359FD00	AOHNLSWSOLK8N	Tools & Home Improvement	2	Then his brother borrowed it, and found it to be extremely useful for laying down a tile floor (using this item for doing the finishing work around the wood trim, etc.	0.0					31
71417	12059	B005NMP5CI	A2QY6S1O0Y0Z65	Baby	1	When you travel with baby you want to protect them either on the flight or on a rental car.	0.0					19
79074	13344	B00ABXYKV6	A27IV3GGCK076K	Tools & Home Improvement	3	o. k. now, not a big problem for me but might throw off a less technical customer.	0.0					15
77140	13003	B008KGR356	A1P0JSFW184ZXJ	Toys & Games	2	Im happy to report that it has been a great success and hes even gotten his much older cousins to play along for a while without complaining!	0.0					27
74835	12632	B007HKOL5G	AFKZBYJP30MPF	Baby	1	I love the quality of these.	0.0					6
15153	2532	B0002DV6RQ	A341MNU9GWBWKS	Musical Instruments	4	Ive always liked Ernie Ball strings and these were a great starter set for me to upgrade to.	0.0					18
44004	7631	B001ABPB2U	A3FHL8DLY117K	Sports & Outdoors	7	The hose is 5 long and very slightly more flexible than some other brands Ive used.	0.0					15
10146	1614	B0000CCXU3	A2WFYVXAXENVEN	Tools & Home Improvement	2	That is a fantastic router, but I wanted a little more power and a pistop grip base.	0.0					17
71410	12056	B005NACC6M	A37U8NH2CD9EDX	Musical Instruments	2	The battery life is great, the user interface can be a little confusing at first but is very fluid once you get used to it, and the build quality is pretty solid.	0.0					32
22220	3910	B0002TG1GG	APBEG3Y76DCA0	Tools & Home Improvement	1	A gadget would be putting it nicely.	0.0					7
60624	10388	B003JDCZJE	A3AD05518RZ5HM	Toys & Games	1	he particularly loves the crane part, and picking up stuff with it.	0.0					12
46322	8008	B001EDL1L4	A1S9QAZE59WEAG	Sports & Outdoors	10	If needed for defense, the blade is easy to deploy and would hurt a lot if inserted into any part of someones body.	0.0					23
24187	4233	B0007XIDO0	A11T0V94J1YJTO	Toys & Games	6	great product	0.0					2
79548	13417	B00ARTRQ0Q	A34WAPHGFCBB8R	Baby	2	These washcloths are great for face washes although I prefer a thicker cloth for bath time.	0.0					16
69883	11829	B0058E8HYE	A38KK0SZYEH5UD	Tools & Home Improvement	8	Its easily enough to light your way outdoors, and for folks like me who dont see as well in the dark as I used to, its  terrific.	0.0					27
20666	3606	B0002GYW4C	A2R4YQNCYMS8M7	Musical Instruments	4	Is easy on the plating and very gentle.	0.0					8
6537	982	B00005R1HN	A1EVLNUZL1BOCK	Tools & Home Improvement	7	This has only happened to me when I tried to do this on purpose to see what others are talking about.	0.0				after	21
31947	5583	B000JVTP38	A2M443O35XI7EC	Baby	5	The packaging will say Polypropylene bottles.	0.0					6
9824	1553	B0000BYE9Q	A3L61G6N7AT8N2	Sports & Outdoors	2	They can be used for the ears and nose, thereby effectively eliminating any source for bacterial congestion.	0.0					17
24390	4265	B00083VDKA	A1HN2ZEPOV8JOG	Tools & Home Improvement	18	The various Moen finishes match well with faucets offered by Moen and other manufacturers.	0.0					14
16373	2784	B0002E1O7M	A1YP96MT6W9FTB	Musical Instruments	7	The A string, too, doesnt project as much as the standard strings.	0.0					12
50630	8710	B001T7QJ9O	A1WYYOD12D89OB	Musical Instruments	1	Ive owned MUCH more expensive electronic earmuffs for a long time but wont be using anything but these in the future.	0.0					21
80805	13597	B00BQYVQWU	A279A4Y2N1CQ26	Baby	2	It is capable of letting you visually peek into your childs room to see if they are awake, asleep, playing, etc.	0.0					21
20057	3481	B0002GW3Y8	AKLDKUON6YY0X	Musical Instruments	3	Ive been using this for years.	0.0					6
40376	7051	B0012RWCF6	A1TVFEIAK9EMID	Tools & Home Improvement	10	The bag is a trifle hard to evacuate.	0.0					8
58599	10050	B003889Z7K	AYLAZUCGWB6IE	Toys & Games	8	What keeps his attention?	0.0					4
28006	4901	B000EHSE0M	A2DG3YVEU37IZ7	Toys & Games	1	My sons were excited to see this game come to the door.	0.0					12
61471	10518	B003PU31AS	A55JRW2SDJCW6	Baby	5	You wont get far with these emery boards.	0.0					8
24567	4292	B0009DXEEM	A2EZWZ8MBEDOLN	Musical Instruments	5	If you are looking for something like the Boss DS-1, this will pretty much cover the bases at less than a quarter of the price of the Boss pedal.	0.0					28
50027	8613	B001QKXJEC	AKBMHQVCKEAVJ	Tools & Home Improvement	3	The second I got the scope out and put it on my rail, i tried my best to zero it using both my iron sights because theyre supposed to co-witness together (took a few clicks for sure).	0.0					36
8168	1260	B00007BK8Y	A307YFSORUAXSQ	Toys & Games	9	I will be picking up the Little People Zoo or Barn next since my daughter loves animals.	0.0					17
79996	13479	B00B4DCZXM	A3KDO3XV0MK1GX	Baby	3	We bought an extra set and we will keep using these until she needs a bigger one.	0.0					17
812	113	161661398X	A3PV2E6RXRS8EO	Toys & Games	3	However I have played it once and my gaming group has not tried it again yet.	0.0					16
24417	4268	B0008F5JFI	A8AIHHQ300K0Q	Tools & Home Improvement	3	They work, they fit well, and they are comfortable.	0.0					9
61165	10490	B003O69NNW	A63MPLN5V4JOZ	Baby	1	This is a great chair, even though my daughter lost interest in it once we were out of the high chair phase.	0.0					22
56385	9689	B002WGMEY0	ADC6NIWLXP6H	Toys & Games	2	I didnt have any issues with it, except for the fact that it goes through batteries so fast.	0.0					18
67761	11502	B004SGLQQY	A2KLFJ0GHM3NFO	Toys & Games	6	The helmet comes with an adjustable strap to fit all head sizes for child and adult.	0.0					16
47616	8185	B001GRTMVO	A3OUEDV19CTW9X	Baby	5	Third, you can get a very nice, tight swaddle from the blanket - as it is stretchy.	0.0					16
8874	1373	B00009KDGX	A1VI3NPOLMCOPM	Tools & Home Improvement	3	of torque I have been having trouble trying not to shear the heads off of galvanized screws (pre-drilled w/countersink).	0.0					17
11171	1800	B0002198GY	A2UR1OUGLYWJ6S	Tools & Home Improvement	8	Is the chicken in the meat bin at the store 35 degrees or less?	0.0					13
21270	3734	B0002H0A3S	A1NN5S1D0ZTK6W	Musical Instruments	1	It is fine strings,i couldnt really find difference between martin m140maybe its just me, i expected more than that!its just regular strings	0.0					23
77788	13116	B0090H0RKW	A3RMPW4YQYE6Y9	Toys & Games	3	This particular set gets you Han Solo, which is available elsewhere, but also gets you a couple of sweet characters from the first movie.	0.0					24
57734	9914	B0034UGFB6	A3I0Q52YJZGU4Y	Baby	2	What else is there to say?	0.0					6
1416	224	B00000IURU	A26EQ8U96JA92T	Sports & Outdoors	2	The perfect size for a few kids and adults and super sturdy; we had some future s/he-mans yanking on the handles with all their might.	0.0					24
27123	4736	B000C17I9S	AMG1TF46OQF2H	Sports & Outdoors	1	I am giving this product 5 stars because it does indeed protect against punctures caused by the vast majority of road or trail objects that you will encounter.	0.0					27
57505	9880	B0033H7VI6	A3D4J9TV83EQ31	Sports & Outdoors	5	Great knife for beating the heck out of for a great price.	0.0					12
32545	5703	B000L7MNUM	A2NYK9KWFMJV4Y	Musical Instruments	9	The manufacturer claims that this light can be used free standing.	0.0					11
75990	12833	B0083BQ0EI	A3KDO3XV0MK1GX	Baby	7	In terms of size, it is slightly narrower than the Chicco Keyfit, but about 2.5 inches longer.	0.0					16
78718	13280	B009ZWB8PU	A2SZZQ1I7OD548	Tools & Home Improvement	6	Longevity remains to be seen.	0.0					5
63387	10807	B0042EJEKW	A3JPFWKS83R49V	Sports & Outdoors	14	It isnt meant for the serious competitor and will likely not suffice for that purpose.	0.0					15
57004	9789	B0030C67PM	A3ENKDM0YMIX34	Sports & Outdoors	3	It does its job, keeps my gun slung solid and it is quiet as a mouse when not slung.	0.0					19
6700	1004	B00005UOSC	A24PNVLQKEOZ2N	Sports & Outdoors	10	I think thats how boys get tough, no?	0.0					8
64043	10907	B0045I6IA4	A1ZAK4HHYIKETG	Baby	1	I was told great things about these pacifiers.	0.0					8
80587	13566	B00BLI3MUK	A36K2N527TXXJN	Baby	13	This is OK for now, as our son is still too young to appreciate the fact that he is limited in the amount of content he is able to access.	0.0					30
19521	3355	B0002GLDQM	A18MMME07XZLYO	Musical Instruments	1	it didnt hold as many i as thought(it only holds 8)but that didnt matter,now i finaly have some where to put my picks so i dont lose them.	0.0					30
58830	10095	B00396S1Q2	A586YI77GFYBB	Tools & Home Improvement	1	One of my favorites.	0.0					4
81764	13733	B00CS1WD9A	A1IA3XI3O0N5RA	Toys & Games	48	My son is 5 years old and was excited to try the leappad out.	0.0					13
46367	8011	B001EGGQB6	AOINAOO0NQRGN	Sports & Outdoors	18	Dont forget to release it when you first get the bottle (as I did).4.	0.0					14
1804	285	B0000222V1	A14JBDSWKPKTZA	Tools & Home Improvement	5	The appropriate size guide to accomodate the size router bit, simply attaches to your plastic or metal removable center base plate, using the template guide, and a threaded metal securing ring.	0.0					31
21835	3826	B0002JETO2	A5I03TZD4J96V	Baby	16	I highly recommend these gates.	0.0					5
78420	13227	B009MLXJXI	AHS6PX6H22WW1	Tools & Home Improvement	15	I like how quick and easy it is to toggle between full-spray and tiny trickle, thats a great way to save water.	0.0					21
49618	8544	B001PGXKC8	A1VEGHXI0Q61XA	Musical Instruments	2	I prefer them at 90 degrees, so these are just right.	0.0					10
30928	5409	B000HZA918	A2V7WT3D8F8X0Q	Sports & Outdoors	1	Great touring saddle.	0.0					3
54485	9379	B002LEVOR6	A1UTJGQVGZMDXS	Sports & Outdoors	12	See I am disabled and can not go to a store.	0.0					11
52609	9059	B0029F1O72	A3CTEZ0FJ30SRW	Baby	3	My daughter loved it and it was a life saver for when I needed a few minutes alone (i. e. bathroom or getting ready).	0.0					22
2173	331	B00002233B	A3MR51MDYU0KXJ	Tools & Home Improvement	7	other than that this item should be in you tool box or shop as of yesterday.	0.0					16
49884	8590	B001QBMJ7O	A1X8IWQAZFN1TC	Sports & Outdoors	4	They do not pull your hair and are way more comfortable then the rubber ones that come with most masks.	0.0					20
4563	647	B00004S9I0	A1MR1VMK999I6O	Sports & Outdoors	5	I has a gas stove and am always in awe whenever I use it since it makes cooking so much fun.	0.0					21
46220	7993	B001E7S5BO	A2K8P3PA7N6392	Sports & Outdoors	11	Every Trangia, MSR or other cook set should come with one of these sporks to cook with.	0.0					17
70420	11910	B005EWF3J2	A2AQ7U5QQHTLBM	Baby	17	As far as the safety and suffocation risk that is still questionable.	0.0					12
54341	9355	B002KKHNLM	A398R165PXFOSS	Baby	34	With the velcro closures, there is nothing to hold the wings up - the part that is tucker under and around your babys belly.	0.0					23
83133	13906	B00G3DDBVI	A2PU3GBX842S94	Tools & Home Improvement	8	What did work ..1 IOs Mac Mini call to device.	0.0					9
81765	13733	B00CS1WD9A	A1IA3XI3O0N5RA	Toys & Games	49	We received the Leap Frog LeapPad Ultra recently and my son loves it.	0.0					13
60435	10351	B003HVFTQE	AT3MEONXRRZQA	Toys & Games	1	All the little girl cousins in our family got these in their stockings last Christmas.	0.0					15
27827	4870	B000EEHDIE	AA8SWH4Y5SN8H	Musical Instruments	4	It is the sound that I like though.	0.0					8
16238	2758	B0002E1O2W	AW91VDERXXKGT	Musical Instruments	2	I tend to have sweaty hands, and my guitar strings get a lot of crud on them and then eventually rust.	0.0					21
25350	4437	B000A4RZC2	A12UGM39O9MLC9	Sports & Outdoors	1	"Once you get and play with 100% ""plastic"" cards youll wonder why it took you so long to buy a pack."	0.0					20
188	37	984155872	A3KZOUH7TUTT00	Toys & Games	6	Meaning it travels great there or in glove box of the car or put it in the diaper bag for the older kids.	0.0					23
29977	5230	B000GIPOJS	A1EGUADIV84Z6Z	Toys & Games	2	It is nice that there is such a variety of letters, so you dont have to take apart one necklace to make another.	0.0					23
19783	3423	B0002GMGYA	A2LXCPYCPZJVW4	Musical Instruments	2	They all work well, are well constructed and are a good value.	0.0					12
61158	10488	B003NVVK4S	A2AI6FCZCUYYU5	Baby	1	Like seemingly every mom out there, I went through every stinking sippy cup out there, starting with the most expensive and working my way down.	0.0					25
10551	1690	B00011ESNI	A32QNDQLGGXBKX	Sports & Outdoors	3	I bought two of these for 8 ft crappie rods.	0.0					9
82878	13882	B00FDZMC9Y	A1DXVW6TTD13H7	Sports & Outdoors	10	This app does what the old prepaid button or menu selection did.7.	0.0					11
58666	10060	B0038ANO3O	A33U9CUX81CDLI	Toys & Games	4	:) Well worth the money in the amount of batteries it saves.	0.0					11
77609	13086	B008W8UUEI	A12PGB9AJDV37N	Baby	4	They are much smaller and lighter than the original, which is nice for travel.	0.0					14
31003	5421	B000I1BYZG	A11ED8O95W2103	Tools & Home Improvement	6	The only way to get the theatre style to turn off is to shine a flashlight directly in the light sensor.	0.0					21
64428	10965	B00483IYK8	A2RB5XOUQPO13D	Tools & Home Improvement	2	It is very soft and feels warm in hand.	0.0					9
81468	13700	B00CI6J1XG	A1X3ESYZ79H59E	Toys & Games	1	This kit has bead spinner that my nieces loved using.	0.0					9
79423	13391	B00ANIXZZ6	A3O9BIS2R34GQV	Tools & Home Improvement	6	I wish it had worked as I really liked the concept - just junky.	0.0					13
18206	3110	B0002F4VBM	A3JEEPYPEM9V81	Musical Instruments	2	Good price, good tone, pretty versatile, but I like the mid boost and harmonics I get from the Boss.	0.0					19
24776	4330	B0009JOSNM	A2BC8CN7XHLIL7	Baby	47	Straps drag on ground while you struggle to put it on, and you have to be careful the baby doesnt fall out while you do so.	0.0					26
18532	3161	B0002F77B8	A2VAD79S4A06DD	Musical Instruments	1	I had a lot of questions and concerns when I ordered this.	0.0					12
80899	13610	B00BTH2G3W	A1Q1T811N4IY3Z	Toys & Games	5	There were just a few problems my daughter had.	0.0					9
23641	4142	B000793NY4	A3SUZA0C8QV8AW	Sports & Outdoors	7	Everyone should have one of these.	0.0					6
25954	4547	B000B7OUNK	A2I27S48Y59RH0	Sports & Outdoors	3	You cant beat it for the price.	0.0					7
77930	13144	B0095PZHRC	A7T2VY28U2IDB	Sports & Outdoors	12	You can adjust the calories burned by putting the time you started working out and duration but it will not adjust the steps.	0.0					23
70858	11963	B005H3AXKM	A19SWHXCH6T4X1	Tools & Home Improvement	3	They are easy to install and even easier to program.	0.0					10
78979	13326	B00A8UT558	ANJU8UUV5OMI4	Toys & Games	4	Kind of a stiff character, and after a few weeks of use his retractable helmet visor no longer retracts, so hes always in retracted/robot mode.	0.0					24
39432	6903	B000ZJTPLG	A1DZDG9AT98298	Musical Instruments	2	Its not great but should work as a quiet practice amp.	0.0					11
29254	5102	B000FKBSVA	A30CV4T4I9Y89P	Tools & Home Improvement	5	The fact I can use it again is even better.	0.0					10
49301	8484	B001OAKMEO	A2CZ49D5A24O5T	Baby	15	Nuby No Spill is the one you have to bite and my kid cant figure out.	0.0					16
11495	1854	B0002BBV46	A1FV6SJ6Z27O1E	Tools & Home Improvement	1	I tend to use a fair amount of epoxy in the garage and I really like the way this epoxy is packaged.	0.0					22
42519	7388	B0016SKF4G	AIIYOR1IQKYSM	Sports & Outdoors	3	This Primos Trigger Stick Tall Mono Pod wins out over my other shooting stick hands down.	0.0					16
66349	11274	B004KCGCAQ	A27B62Y9LP7Q8P	Toys & Games	9	Its not doubled-hinged like the original game so you have to remove the spinner, fire hydrant, tree, Pooch Palace, etc.	0.0					19
77597	13084	B008W1BPWQ	A31ZJKA2FRWW1N	Toys & Games	2	The fist thing we noticed was the lid of the box was broken.	0.0					13
28330	4949	B000ERVLVQ	A1ATKZ120NAGUF	Toys & Games	3	Pablo and Uniqua fit under the deck in specific molded compartments, and the chest sits securely on the prow.	0.0					19
67450	11445	B004QA0K32	A27OF5S4DVJBZO	Baby	2	(First was the Monkey)  Son loves to suck on the hands.	0.0					11
20870	3648	B0002GZBNS	AYJJDQQ4EZ5V3	Musical Instruments	3	It would be hard to beat.	0.0					6
74114	12505	B0071N1IWS	A1ER9YMU43EJWS	Sports & Outdoors	2	The design and quality of the material are wonderful.	0.0					9
63693	10857	B0043XX88G	A2VG364UUGYFHI	Tools & Home Improvement	2	I am a hobbyist, and am used to the power that Lippo batteries can deliver compared to their same wattage counterparts, in most cases you need speed controllers and different motors to handle them without burning something up.	0.0					38
50282	8651	B001R70RIK	A2SUH23TKGA782	Sports & Outdoors	2	They dont leak and we have shaken them upside down and put ice in them and done the same.	0.0					19
12201	1958	B0002CZV78	A2XVE2J5WGCSGX	Musical Instruments	6	I am certain there are units that may boast of being better but, I have found through my 40+ years of playing that more money is not always better.	0.0					28
5616	825	B000056J2D	A2XUQN9HUD6ISG	Baby	10	I dont have a single complaint with this seat after 2 years of use... it is well worth the money!	0.0					19
79853	13459	B00B1N06PO	A3BH9XC0BVO1AG	Musical Instruments	37	The comfort is marginally improving, Im guessing due to the stretching out, my head/ears getting used to the pressure, and me learning ways to sort of adjust them periodically to shift the pressure.	0.0					32
26813	4688	B000BT1G94	A1OZ9S0EFPSK22	Sports & Outdoors	7	As far as cutlery goes, this was the best $120 (at the time when I bought it) that I have ever spent on a knife.	0.0					24
16584	2817	B0002E2GMY	A126XEMCLHPBNZ	Musical Instruments	3	Tuning is easier and holds longer than with stock sheet metal guides.	0.0					12
70552	11922	B005FGAP7W	A1U682SBWTYM66	Tools & Home Improvement	6	Not sure what I could be doing wrong.	0.0					8
55817	9598	B002U1G3NK	A2ZJSUJKW3SVXP	Baby	2	Its a little on the small side, but then again, Im an overpacker.	0.0					13
31806	5555	B000JHN3AS	A33OH380L3DW0Z	Baby	10	Our strap is now covered with bright electrical tape.	0.0					9
13979	2298	B0002D0CGW	A2XF1IANVPK7F	Musical Instruments	1	Durable and affordable.	0.0					3
48240	8291	B001IP8NTG	A18GVQXYIUY03C	Baby	6	It was good in the beginning, but it definitely did NOT hold up.	0.0					13
25136	4394	B0009VCA0S	A445FFOZKY3WZ	Sports & Outdoors	1	Unlike most folders, this knife has a strong hinge and has maintained its strength after a years worth of use.	0.0					20
36030	6349	B000RHJPNE	A2H11AT092SHRA	Toys & Games	7	Secondly, it actually cuts in and out during use.	0.0					9
74782	12622	B007FSEZRO	AFQ58D6TRFI3X	Toys & Games	6	"It is of course a ""variant"" of sorts, but one appearing in the rulebook."	0.0					14
79776	13450	B00AZVOF3M	A1FP2LA6M2OJX0	Tools & Home Improvement	2	It was a good value and has held up well with daily use.	0.0					13
37104	6537	B000UEL05U	A16PZVCYWRED34	Toys & Games	3	I finally helped but didnt have much better results.	0.0					9
41533	7226	B00152MF1O	A3HA5OXMAMI0XA	Sports & Outdoors	8	Its also relatively cheap, indestructible, and made in the USA!Sheath: The sheath is just as BA, functional and durable as the SP8.	0.0					22
64544	10981	B0049CWJDQ	AC6CDB9KAFIJ0	Tools & Home Improvement	9	As of 7/03/1220 Im very happy with this fan.	0.0					8
43520	7537	B0018Z8BBQ	AA3EEURDFTWZD	Baby	2	My daughter likes it ok but its not one of her favorite musical instruments	0.0					14
